title,news,summary
"111(화) 체리노, 카린 픽업 모집 안내.txt", 1월 11일화 점검 후부터 체리노와 카린의 픽업 모집이 시작됩니다. 체리노와 카린의 모집을 원하신다면 픽업 기간을 잘 활용해 보세요 체리노3 픽업 모집 기간 1월 11일화 점검 후 1월 25일화 낮 12시한국 기준 체리노3 모집에서는 체리노의 픽업 확률이 적용됩니다. 픽업 기간 동안 모집 포인트를 사용하여 체리노를 선택 영입할 수 있습니다. 체리노는 픽업 기간 중 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 노도카는 체리노 픽업 모집으로 획득할 수 없습니다. 카린3 픽업 모집 기간 1월 11일화 점검 후 1월 25일화 낮 12시한국 기준 카린3 모집에서는 카린의 픽업 확률이 적용됩니다. 픽업 기간 동안 모집 포인트를 사용하여 카린을 선택 영입할 수 있습니다. 카린은 픽업 기간 중 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 노도카는 카린 픽업 모집으로 획득할 수 없습니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 노도카는 픽업 모집 상시 모집으로 획득할 수 없습니다. 모집 포인트는 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다.픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 기간 내 꼭 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다.," 1월 11일화 점검 후부터 체리노와 카린의 픽업 모집이 시작됩니다. 체리노 카린 픽업 모집 기간은 1월 11일화 점검 후에서 1월 25일화 낮 12시 입니다. 체리노모집에서는 체리노의 픽업 확률이, 카린 픽업 모집에서는 카린의 픽업 확률이 적용됩니다. "
1110(목) 고객센터 점검 안내.txt, 11/10목 고객센터 11 문의 시스템 점검이 예정되어 안내드립니다. 11월 10일목 고객센터 점검 안내 1. 일시 11월 10일목 오전 7시 30분 오전 8시 30분 2. 영향 작업 시간 동안 11 문의 접수 및 답변 확인이 가능하지 않습니다. 게임은 고객센터 점검 시간에도 정상적으로 이용하실 수 있습니다. 참고사항 해당 공지는 내용이 변경 수정 삭제될 수 있으므로 지속 확인해 주시기를 부탁드립니다.,11/10목 오전 7시 부터 8시 20분까지 고객센터 1대1 문의 시스템 점검이 예정되어 안내드립니다. 점검시간 동안 1대1 고객센터의 이용이 불가능합니다.
1114(화) 공식 홈페이지 점검 안내.txt, 11월 14일화 공식 홈페이지 점검이 예정되어 안내 드립니다. 11월 14일화 공식 홈페이지 점검 안내 1. 일시 11월 14일화 오전 6시 오전 6시 30분 2. 영향 점검 시간동안 공식 홈페이지 이용 불가 공식 홈페이지 외 커뮤니티는 정상적으로 이용하실 수 있습니다. 3. 점검 내용 공식 홈페이지 서버 안정화 참고사항 게임은 공식 홈페이지 점검 시간에도 정상적으로 이용하실 수 있습니다. 해당 공지는 내용이 변경 수정 삭제될 수 있으므로 지속 확인해 주시기를 부탁드립니다.,11월 14일화 오전 6시부터 6시 30분까지 공식 홈페이지 점검이 예정되어 안내 드립니다. 홈페이지를 제외한 커뮤니티는 이용가능 합니다.
"1114(화) 레이사, 카즈사, 나츠_마리 픽업 모집 안내.txt", 11월 14일화 점검 후부터 레이사 카즈사 나츠마리의 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 11월 14일화 픽업 모집 픽업 모집 기간 11월 14일화 점검 후 11월 21일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 레이사3 픽업 모집에서는 레이사3의 픽업 확률이 적용됩니다. 레이사3 카즈사3 나츠3 마리2는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 레이사3 카즈사3 나츠3를 선택 영입할 수 있습니다. 마리는 선택 영입할 수 없습니다. 1 레이사3 픽업 모집 2 복각 카즈사3 픽업 모집 3 복각 나츠3 마리2 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 픽업 모집과 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 11/14화 업데이트 상세 안내에서도 확인하실 수 있습니다.,"11월 14일화 점검 후부터 레이사 카즈사 나츠 마리의 픽업 모집이 시작됩니다. 픽업모집기간은 11월 14일화 점검 후에서 11월 21일화 오전 10시 59분까지 입니다. 레이사 모집에서는 레이사의 픽업 확률이, 카즈사 픽업 모집에서는 카즈사의 픽업 확률이, 나츠마리픽업에서는 나츠와 마리의 픽업 확률이 적용됩니다. "
1121(화) 특별 픽업 모집 _ 픽업 모집 안내.txt, 11월 21일화 오전 11시부터 아즈사수영복 마시로수영복 특별 픽업 모집과 히후미수영복의 픽업 모집이 시작됩니다. 모집하고 싶은 학생의 픽업 기간을 잘 활용해 보세요 특별 픽업 모집 아즈사수영복 마시로수영복 특별 픽업 모집 기간 11월 21일화 오전 11시 11월 28일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 아즈사3 수영복 픽업 모집에서는 아즈사3 수영복의 픽업 확률이 적용됩니다. 특별 픽업 학생은 특별 픽업 모집 기간에만 상시 모집에서도 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 아즈사3 수영복 마시로3 수영복를 선택 영입할 수 있습니다. 기간은 정해지지 않았으나 특별 픽업 모집은 추후 다시 진행될 수 있습니다. 1 복각 아즈사3 수영복 특별 픽업 모집 2 복각 마시로3 수영복 특별 픽업 모집 픽업 모집 히후미수영복 픽업 모집 기간 11월 21일화 오전 11시 11월 28일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 예 히후미3 수영복 픽업 모집에서는 히후미3 수영복의 픽업 확률이 적용됩니다. 히후미3 수영복는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다. 픽업 기간에 모집 포인트를 사용하여 히후미3 수영복를 선택 영입할 수 있습니다. 1 복각 히후미3 수영복 픽업 모집 학생 중복 획득 시 엘레프/엘리그마 획득량 1 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 2 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 픽업 모집 기간에는 모집 1회당 모집 포인트 1개를 획득할 수 있습니다. 모집 포인트는 특별 픽업 모집 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 모집 포인트 200개로 학생 선택 영입 메뉴에서 픽업 대상 중 원하는 학생을 선택 영입할 수 있습니다. 픽업 모집 기간이 종료되면 모집 포인트 1개당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 획득한 모집 포인트는 해당 픽업 모집 기간에만 사용할 수 있으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 자세한 내용은 11/14화 업데이트 상세 안내에서도 확인하실 수 있습니다.,11월 21일화 오전 11시부터 아즈사수영복 마시로수영복 특별 픽업 모집과 히후미수영복의 픽업 모집이 시작됩니다. 특별 픽업 모집 아즈사수영복 마시로수영복 특별 픽업 모집 기간 11월 21일화 오전 11시 11월 28일화 오전 10시 59분 각 픽업 모집에서는 해당하는 학생의 픽업 확률이 적용됩니다. 특별 픽업 학생은 특별 픽업 모집 기간에만 상시 모집에서도 획득할 수 있습니다. 히후미3 수영복은 픽업 기간이 종료되어도 상시 모집에서 획득할 수 있습니다.
"1122(화) 아즈사(수영복), 마시로(수영복) 특별 픽업 _ 히후미(수영복) 픽업 모집 안내.txt", 11/22화 오전 11시부터 시작되는 아즈사수영복 마시로수영복의 특별 픽업 히후미수영복의 픽업 모집을 안내드립니다 아즈사수영복 마시로수영복 히후미수영복의 모집을 원하신다면 픽업 기간을 잘 활용해 보세요. 특별 픽업 모집 아즈사3 수영복 마시로3 수영복 1 복각 아즈사3 수영복 특별 픽업 모집 일정 11월 22일화 오전 11시 11월 29일화 오전 10시 59분 2 복각 마시로3 수영복 특별 픽업 모집 일정 11월 22일화 오전 11시 11월 29일화 오전 10시 59분 아즈사3 수영복 모집에서는 아즈사수영복의 픽업 확률이 마시로3 수영복 모집에서는 마시로수영복의 픽업 확률이 적용됩니다. 특별 픽업 기간 중 상시 모집에서 획득할 수 있습니다. 특별 픽업 기간 종료 후에는 픽업/상시 모집에서 획득할 수 없습니다. 픽업 기간에 모집 포인트를 사용하여 아즈사수영복 혹은 마시로수영복를 선택 영입할 수 있습니다. 11월 29일화 오전 11시에 아즈사수영복 마시로수영복 모집 기간 획득한 모집 포인트가 초기화됩니다. 기간은 정해지지 않았으나 특별 픽업 캐릭터의 모집은 추후 다시 진행될 수 있습니다. 픽업 모집 히후미3 수영복 1 복각 히후미3 수영복 픽업 모집 일정 11월 22일화 오전 11시 11월 29일화 오전 10시 59분 히후미3 수영복 모집에서는 히후미수영복의 픽업 확률이 적용됩니다. 히후미수영복는 픽업 기간에도 상시 모집에서 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 픽업 기간에 모집 포인트를 사용하여 히후미수영복를 선택 영입할 수 있습니다. 11월 29일화 오전 11시에 히후미수영복 픽업 모집 기간 획득한 모집 포인트가 초기화됩니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 모집 포인트는 특별 픽업 모집 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 11/15화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기,11/22화 오전 11시부터 시작되는 아즈사수영복 마시로수영복의 특별 픽업 히후미수영복의 픽업 모집을 안내드립니다. 픽업 일정은 11월 22일화 오전 11시 11월 29일화 오전 10시 59분입니다. 아즈사 수영복 모집에서는 아즈사수영복의 픽업 확률이 적용되며 마시로 수영복 모집에서는 마시로수영복의 픽업 확률이 적용됩니다. 특별 픽업 기간 중 상시 모집에서 획득할 수 있지만 특별 픽업 기간 종료 후에는 픽업/상시 모집에서 획득할 수 없습니다.
1129(화) 숙련 증서 상점 품목 추가 및 구매 제한 횟수 초기화.txt, 선생님께 샬레운영사무국에서 안내드립니다. 11/29화 점검 시 숙련 증서 상점 내 일부 품목 추가와 함께 구매 제한 횟수가 초기화 될 예정입니다. 1. 상점 품목 추가 및 구매 제한 횟수 초기화 시점 11/29화 점검 후 2. 11/29화 점검 후 기존 품목의 구매 횟수가 초기화되며 T5 장비 설계도 선택권이 신규로 추가됩니다. 추가 한정 학생은 엘레프를 모아 모집할 수 없습니다. 참고사항 해당 공지 내용은 변경 수정 삭제될 수 있으므로 지속 확인해 주시기를 부탁드립니다.,11/29화 점검 시 숙련 증서 상점 내 T5 장비 설계도 선택권 추가와 함께 구매 제한 횟수가 초기화 될 예정입니다. 추가 한정 학생은 엘레프를 모아 모집할 수 없습니다. 
1129(화) 픽업 모집 _ 1213(화) 픽업 모집 안내.txt, 11/29화와 12/13화에 시작되는 픽업 모집을 안내드립니다 일정에 따라 픽업 모집할 수 있는 학생이 다르니 아래 내용을 꼭 확인해보세요. 11/29화 픽업 모집 이로하3 카에데3 1 이로하3 픽업 모집 일정 11월 29일화 점검 후 12월 13일화 오전 10시 59분 2 카에데3 픽업 모집 일정 11월 29일화 점검 후 12월 13일화 오전 10시 59분 이로하3 모집에서는 이로하의 픽업 확률이 카에데3 모집에서는 카에데의 픽업 확률이 적용됩니다. 이로하와 카에데는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 픽업 기간에 모집 포인트를 사용하여 이로하 혹은 카에데를 선택 영입할 수 있습니다. 12월 13일화 오전 11시에 이로하 카에데 픽업 모집 기간 획득한 모집 포인트가 초기화됩니다. 12/13화 픽업 모집 츠쿠요3 유즈3 1 츠쿠요3 픽업 모집 일정 12월 13일화 오전 11시 12월 20일화 오전 10시 59분 2 복각 유즈 3 픽업 모집 일정 12월 13일화 오전 11시 12월 20일화 오전 10시 59분 츠쿠요3 모집에서는 츠쿠요의 픽업 확률이 유즈3 모집에서는 유즈의 픽업 확률이 적용됩니다. 츠쿠요는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 픽업 기간에 모집 포인트를 사용하여 츠쿠요 혹은 유즈를 선택 영입할 수 있습니다. 12월 20일화 오전 11시에 츠쿠요 유즈 픽업 모집 기간 획득한 모집 포인트가 초기화됩니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 모집 포인트는 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 11/29화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기,"11/29화와 12/13화에 시작되는 픽업 모집을 안내드립니다 11/29화 픽업 모집 이로하 카에데 픽업 모집이 시작됩니다. 일정은 11월 29일화 점검 후부터 12월 13일화 오전 10시 59분 입니다. 이로하 모집에서는 이로하의 픽업 확률이 카에데 모집에서는 카에데의 픽업 확률이 적용됩니다. 12/13화 픽업 모집 츠쿠요 유즈 픽업 모집이 시작됩니다. 일정은 12월 13일화 오전 11시에서 12월 20일화 오전 10시 59분입니다. 츠쿠요 모집에서는 츠쿠요의 픽업 확률이, 유즈 모집에서는 유즈의 픽업 확률이 적용됩니다. "
"117(화) 와카모(수영복), 노노미(수영복) 픽업 모집 안내.txt", 1/17화 점검 후부터 시작되는 와카모수영복 노노미수영복의 픽업 모집을 안내드립니다 와카모수영복와 노노미수영복의 모집을 원하신다면 픽업 기간을 잘 활용해보세요. 픽업 모집 와카모3 수영복 노노미3 수영복 1 와카모3 수영복 픽업 모집 일정 1월 17일화 점검 후 1월 31일화 오전 10시 59분 2 노노미3 수영복 픽업 모집 일정 1월 17일화 점검 후 1월 31일화 오전 10시 59분 와카모3 수영복 모집에서는 와카모수영복의 픽업 확률이 노노미3 수영복 모집에서는 노노미수영복의 픽업 확률이 적용됩니다. 와카모수영복와 노노미수영복는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 픽업 기간에 모집 포인트를 사용하여 와카모수영복 혹은 노노미수영복를 선택 영입할 수 있습니다. 1월 31일화 오전 11시에 와카모수영복 노노미수영복 픽업 모집 기간 획득한 모집 포인트가 초기화됩니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 모집 포인트는 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 1/17화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기,"1/17화 점검 후부터 시작되는 와카모수영복 노노미수영복의 픽업 모집을 안내드립니다 일정은 1월 17일화 점검 후부터 1월 31일화 오전 10시 59분 입니다. 와카모 수영복 모집에서는 와카모 수영복의 픽업 확률이, 노노미 수영복 모집에서는 노노미 수영복의 픽업 확률이 적용됩니다."
"118(화) 미야코, 사키, 미유, 츠루기 픽업 모집 안내.txt", 11/8화 점검 후부터 시작되는 미야코 사키 미유 츠루기의 픽업 모집을 안내드립니다 미야코와 사키 미유 츠루기의 모집을 원하신다면 픽업 기간을 잘 활용해보세요. 픽업 모집 미야코3 사키3 미유3 츠루기3 1 미야코3 픽업 모집 일정 11월 8일화 점검 후 11월 22일화 오전 10시 59분 2 사키3 픽업 모집 일정 11월 8일화 점검 후 11월 22일화 오전 10시 59분 3 미유 3 픽업 모집 일정 11월 8일화 점검 후 11월 22일화 오전 10시 59분 4 츠루기3 픽업 모집 일정 11월 8일화 점검 후 11월 22일화 오전 10시 59분 미야코3 모집에서는 미야코의 픽업 확률이 사키3 모집에서는 사키의 픽업 확률이 미유3 모집에서는 미유의 픽업 확률이 츠루기3 모집에서는 츠루기의 픽업 확률이 적용됩니다. 미야코 사키 미유 츠루기는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 픽업 기간에 모집 포인트를 사용하여 미야코 사키 미유 츠루기를 선택 영입할 수 있습니다. 11월 22일화 오전 11시에 미야코 사키 미유 츠루기 픽업 모집 기간 획득한 모집 포인트가 초기화됩니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 11월 8일화 점검 후 3 학생 그룹 획득 확률 합산 수치가 기존 2.5 3.0로 증가합니다. 단 픽업 대상 학생의 픽업 모집 내 획득 확률은 기존과 동일합니다. 모집 포인트는 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 11/8화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기 ,"11/8화 점검 후부터 시작되는 미야코 사키 미유 츠루기의 픽업 모집을 안내드립니다 일정은 11월 8일화 점검 후부터 11월 22일화 오전 10시 59분 입니다. 미야코 모집에서는 미야코의 픽업 확률이, 사키 모집에서는 사키의 픽업 확률이, 미유 모집에서는 미유의 픽업 확률이, 츠루기 모집에서는 츠루기의 픽업 확률이 적용됩니다. "
11월 1일(화) 업데이트 일정 변경 안내.txt, 최근 발생한 안타까운 사고로 인한 희생자 분들을 애도하고자 예정되었던 11월 1일화 업데이트 일정을 변경하기로 결정하여 안내 드립니다. 11월 1일화 업데이트 일정 변경 안내 업데이트 일정 11월 8일화 오전 11시 오후 5시 한국 시간 기준 11월 1일화에는 일부 콘텐츠의 일정을 연기하는 업데이트가 진행될 예정입니다. 관련하여 상세 내용은 추가 공지를 통해 안내 드리겠습니다. 감사합니다.,최근 발생한 안타까운 사고로 인한 희생자 분들을 애도하고자 예정되었던 11월 1일화 업데이트 일정을 변경되었습니다.
"1220(화) 미사키, 히요리 픽업 모집 안내.txt", 12/20화 점검 후부터 시작되는 미사키 히요리의 픽업 모집을 안내드립니다 미사키와 히요리의 모집을 원하신다면 픽업 기간을 잘 활용해보세요. 픽업 모집 미사키3 히요리3 1 미사키3 픽업 모집 일정 12월 20일화 점검 후 2023년 1월 3일화 오전 10시 59분 2 히요리3 픽업 모집 일정 12월 20일화 점검 후 2023년 1월 3일화 오전 10시 59분 미사키3 모집에서는 미사키의 픽업 확률이 히요리3 모집에서는 히요리의 픽업 확률이 적용됩니다. 미사키와 히요리는 픽업 기간에 상시 모집에서도 획득할 수 있으며 픽업 기간이 종료되어도 상시 모집에서 획득 가능합니다. 픽업 기간에 모집 포인트를 사용하여 미사키 혹은 히요리를 선택 영입할 수 있습니다. 1월 3일화 오전 11시에 미사키 히요리 픽업 모집 기간 획득한 모집 포인트가 초기화됩니다. 학생 중복 획득 시 엘레프/엘리그마 획득량 픽업 모집 픽업 모집 대상 중복 획득에 한해 상시 모집 대비 엘레프 추가 지급 픽업 모집 대상 중복 획득 시 엘레프/엘리그마 획득량 상시 모집 상시 모집 중복 획득 시 엘레프/엘리그마 획득량 유의사항 모집 포인트는 픽업 모집 상시 모집에서 모두 획득할 수 있습니다. 픽업 모집 기간에 모집을 할 경우 모집 1회마다 모집 포인트를 얻을 수 있습니다. 획득한 모집 포인트로 픽업 대상 중 지정된 학생을 영입할 수 있습니다. 픽업 필요 모집 포인트 200개 픽업 모집 기간이 종료되면 1 모집 포인트 당 기동석 조각 1개로 변경되어 우편함으로 지급됩니다. 모집 포인트는 픽업 모집 기간이 종료되면 더 이상 픽업 모집에 사용할 수 없으니 꼭 기간 내 사용을 부탁드립니다. 단말기마다 픽업 모집 기간 종료 시점에 12분 정도 차이가 있을 수 있으니 픽업 모집 기간 종료 전 5분 정도 여유를 가지고 모집 포인트를 사용해 주시기 바랍니다. 보다 자세한 내용은 12/20화 업데이트 상세 안내에서 확인 부탁드립니다. 관련 공지 바로가기,"12/20화 점검 후부터 시작되는 미사키 히요리의 픽업 모집을 안내드립니다. 일정은 12월 20일화 점검 후부터 2023년 1월 3일화 오전 10시 59분입니다. 미사키 모집에서는 미사키의 픽업 확률이, 히요리 모집에서는 히요리의 픽업 확률이 적용됩니다."
1230(금) 연말연시 감사 선물 지급 관련 안내.txt, 연말연시 감사 선물 온타임 이벤트를 통해 지급되는 보상 중 4일차 선물 숙련증서가 정상 지급되지 않은 현상이 확인되었습니다. 이에 12/30금 오후 2시부터 숙련증서 1000개를 재지급 해 드릴 예정이며 이전에 지급된 아이템은 추후 회수할 예정이니 참고 부탁드립니다. 12/30금 연말연시 감사 선물 지급 관련 안내 1. 지급 아이템 숙련증서 1000개 2. 획득 가능 기간 12/30금 오후 2시 1/2월 오후 11시 59분까지 위 내용은 이벤트 공지에서도 수정된 내용으로 확인하실 수 있습니다. 바로가기 이벤트 참여에 불편을 드려 죄송합니다.,연말연시 감사 선물 온타임 이벤트를 통해 지급되는 보상 중 4일차 선물 숙련증서가 정상 지급되지 않은 현상이 확인되었습니다. 이에 12/30금 오후 2시부터 숙련증서 1000개를 재지급 해 드릴 예정이며 이전에 지급된 아이템은 추후 회수할 예정이니 참고 부탁드립니다. 
124(화) 종합전술시험 ‘방어시험’ 진행 오류 현상 관련 안내.txt, 1/24화 오전 11시부터 시작된 종합전술시험 방어시험 진행 시 데미지가 정상 적용되지 않는 오류 현상이 확인되었습니다. 해당 현상에 대해서는 수정 작업을 위해 확인 중에 있으며 수정이 완료되기 전까지 종합전술시험의 참여를 지양해 주시기를 부탁드리겠습니다. 또한 선생님들께 해당 오류 현상으로 불편을 드린 것에 대해 죄송한 마음을 담아 아래와 같이 보상을 지급해 드릴 예정입니다. 지급 보상 종합전술시험 응시 티켓 3개 현상 수정 및 지급 일정은 별도 공지를 통해 안내드리겠습니다. 다시 한번 관련 오류 현상으로 선생님들께 불편을 드려 죄송하다는 말씀을 드리며 원활한 환경에서 플레이하실 수 있도록 최선을 다하겠습니다.,1/24화 오전 11시부터 시작된 종합전술시험 방어시험 진행 시 데미지가 정상 적용되지 않는 오류 현상이 확인되었습니다. 종합전술시험 응시 티켓 3개를 보상으로 지급해드릴 예정입니다.
